Food_Name,Category_ID,Raw_Weight_g,Cooking_Method,Fat_Added_tbsp,Raw_Calories,Raw_Fat_g,Target_Final_Weight_g,Target_Final_Calories
"Infant formula, MEAD JOHNSON, NEXT STEP, PROSOBEE, LIPIL, ready to feed, with ARA and DHA",3,100,Boil,0,67,0,109.2,66.2
"Infant formula, NESTLE, GOOD START SOY, with ARA and DHA, powder",3,100,Roast,2,503,0,111.5,727.5
"Babyfood, corn and sweet potatoes, strained",3,100,Fry,2,68,0,116,317.7
"Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, ADVANCE, ready-to-feed, with ARA and DHA",3,100,Boil,0,67,0,107.6,70.3
"Infant formula, PBM PRODUCTS, store brand, ready-to-feed",3,100,Roast,0,63,0,80.8,53.2
"Infant formula, PBM PRODUCTS, store brand, liquid concentrate, not reconstituted",3,100,Boil,0,130,0,107,130.2
"Infant formula, MEAD JOHNSON, ENFAMIL, AR, ready-to-feed, with ARA and DHA",3,100,Boil,0,71,0,100.7,66.6
"Infant formula, MEAD JOHNSON, ENFAMIL, AR, powder, with ARA and DHA",3,100,Steam,0,504,0,95.9,441.9
"Infant formula, ABBOTT NUTRITION, SIMILAC NEOSURE, ready-to-feed, with ARA and DHA",3,100,Roast,2,69,0,108.4,328.3
"Infant formula, ABBOTT NUTRITION, SIMILAC, NEOSURE, powder, with ARA and DHA",3,100,Fry,1,520,0,99.4,619.1
"Infant formula, ABBOTT NUTRITION, SIMILAC, SENSITIVE (LACTOSE FREE) ready-to-feed, with ARA and DHA",3,100,Boil,0,68,0,102.2,62.4
"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, liquid concentrate, not reconstituted",3,100,Fry,1,127,0,100.5,232.4
"Shortening, household, lard and vegetable oil",4,100,Boil,0,900,0,105.9,815
"Oil, sunflower, linoleic, (partially hydrogenated)",4,100,Steam,0,884,0,96.4,741
"Shortening bread, soybean (hydrogenated) and cottonseed",4,100,Boil,0,884,0,99.8,930.9
"Shortening cake mix, soybean (hydrogenated) and cottonseed (hydrogenated)",4,100,Steam,0,884,0,101.1,934
"Shortening frying (heavy duty), palm (hydrogenated)",4,100,Roast,1,884,0,96.3,1067.7
Shortening household soybean (hydrogenated) and palm,4,100,Boil,0,884,0,108.4,856.2
"Shortening frying (heavy duty), soybean (hydrogenated), linoleic (less than 1%)",4,100,Boil,0,884,0,105.9,833.6
"Shortening, confectionery, fractionated palm",4,100,Fry,1,884,0,94.5,1068.5
"Oil, nutmeg butter",4,100,Roast,2,884,0,111.4,1033.6
"Oil, canola",4,100,Boil,0,884,0,108.1,893.5
"Oil, mustard",4,100,Steam,0,884,0,99.3,791.6
"Oil, sunflower, high oleic (70% and over)",4,100,Boil,0,884,0,100.8,844.5
"Margarine-like, margarine-butter blend, soybean oil and butter",4,100,Fry,0,727,0,86.9,653.8
"Fish oil, herring",4,100,Boil,0,902,0,108,941.1
"Fish oil, menhaden",4,100,Roast,1,902,0,98.1,897.1
"Fish oil, menhaden, fully hydrogenated",4,100,Steam,0,902,0,103.8,824.9
"Fish oil, salmon",4,100,Boil,0,902,0,104.5,846.4
"Butter, light, stick, without salt",4,100,Roast,0,499,0,82.2,521.4
"Animal fat, bacon grease",4,100,Boil,0,897,0,100.2,892.9
"Margarine, regular, 80% fat, composite, stick, with salt",4,100,Steam,0,717,0,103.6,740.1
"Margarine, regular, 80% fat, composite, tub, with salt",4,100,Fry,2,713,0,108.9,861.8
"Margarine-like, vegetable oil spread, 60% fat, stick, with salt",4,100,Roast,1,537,0,90.8,685.3
"Margarine, regular, 80% fat, composite, tub, without salt",4,100,Fry,2,713,0,117.8,969.4
"Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, without salt",4,100,Fry,1,533,0,94.8,610
"Margarine-like, vegetable oil spread, fat free, liquid, with salt",4,100,Boil,0,43,0,106.2,37.5
"Margarine-like spread with yogurt, 70% fat, stick, with salt",4,100,Roast,2,630,0,108.1,894.2
"Margarine-like, vegetable oil spread, fat-free, tub",4,100,Boil,0,44,0,106.2,44.5
"Margarine-like, vegetable oil spread, 20% fat, with salt",4,100,Fry,2,175,0,116.6,383.7
"Margarine-like, vegetable oil spread, 20% fat, without salt",4,100,Boil,0,175,0,105.6,169.7
"Salad dressing, thousand island dressing, fat-free",4,100,Boil,0,132,0,102.5,114.4
"Oil, industrial, mid-oleic, sunflower",4,100,Fry,1,884,0,96.9,1051.3
"Oil, industrial, canola with antifoaming agent, principal uses salads, woks and light frying",4,100,Fry,2,884,0,114.1,1150.7
"Oil, industrial, canola for salads, woks and light frying",4,100,Fry,1,884,0,102.4,893.2
"Oil, industrial, canola (partially hydrogenated) oil for deep fat frying",4,100,Steam,0,884,0,102.9,922.9
"Oil, industrial, soy (partially hydrogenated), multiuse for non-dairy butter flavor",4,100,Roast,0,884,0,81.1,742.2
"Oil, industrial, soy ( partially hydrogenated), all purpose",4,100,Steam,0,884,0,98.8,756
"Oil, industrial, soy (partially hydrogenated ) and soy (winterized), pourable clear fry",4,100,Roast,2,884,0,104.1,1210.7
"Oil, industrial, soy (partially hydrogenated)  and cottonseed, principal use as a tortilla shortening",4,100,Steam,0,884,0,105,898.2
"Oil, industrial, coconut, confection fat, typical basis for ice cream coatings",4,100,Roast,0,884,0,83.6,875.3
"Oil, industrial, palm kernel (hydrogenated) , used for whipped toppings, non-dairy",4,100,Roast,1,884,0,95.3,932.9
"Oil, industrial, coconut (hydrogenated), used for whipped toppings and coffee whiteners",4,100,Steam,0,880,0,97,801.3
"Oil, industrial, palm and palm kernel, filling fat (non-hydrogenated)",4,100,Roast,2,880,0,112.9,1173.3
"Margarine, industrial, soy and partially hydrogenated soy oil, use for baking, sauces and candy",4,100,Fry,1,714,0,96,773.7
"Oil, vegetable, soybean, refined",4,100,Roast,1,884,0,98.5,880.2
"Margarine-like spread, SMART BALANCE Regular Buttery Spread with flax oil",4,100,Roast,1,583,0,91.7,693
"Margarine-like spread, SMART BALANCE Light Buttery Spread",4,100,Steam,0,337,0,95.6,338
"Chicken, broilers or fryers, drumstick, meat and skin, raw",5,100,Steam,0,161,0,96.7,143.8
"Chicken, broilers or fryers, drumstick, meat and skin, cooked, fried, batter",5,100,Roast,1,268,0,96.6,339
"Chicken, broilers or fryers, drumstick, meat only, cooked, fried",5,100,Boil,0,195,0,101.9,190.3
"Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted",5,100,Steam,0,155,0,102.1,141.1
"Chicken, broilers or fryers, drumstick, meat only, cooked, stewed",5,100,Fry,2,169,0,108.3,437
"Chicken, broilers or fryers, leg, meat and skin, raw",5,100,Roast,2,214,0,102.7,505.2
"Chicken, broilers or fryers, leg, meat only, cooked, fried",5,100,Steam,0,208,0,101.9,179
"Chicken, broilers or fryers, leg, meat only, cooked, roasted",5,100,Steam,0,174,0,97.6,153.3
"Chicken, broilers or fryers, leg, meat only, cooked, stewed",5,100,Roast,0,185,0,81.7,164.5
"Chicken, broilers or fryers, neck, meat and skin, raw",5,100,Fry,2,297,0,108.2,509
"Chicken, broilers or fryers, neck, meat only, cooked, fried",5,100,Steam,0,229,0,96.8,243.2
"Chicken, broilers or fryers, neck, meat only, cooked, simmered",5,100,Steam,0,179,0,104.4,184.6
"Chicken, broilers or fryers, thigh, meat and skin, raw",5,100,Fry,1,221,0,96.5,347
"Chicken, broilers or fryers, thigh, meat and skin, cooked, fried, batter",5,100,Steam,0,277,0,102.6,284.3
"Chicken, broilers or fryers, thigh, meat only, cooked, fried",5,100,Steam,0,218,0,101,185.4
"Chicken, broilers or fryers, thigh, meat only, cooked, roasted",5,100,Roast,0,179,0,80.5,150.8
"Chicken, broilers or fryers, thigh, meat only, cooked, stewed",5,100,Fry,1,195,0,103.4,280.4
"Chicken, broilers or fryers, wing, meat and skin, raw",5,100,Fry,1,191,0,100.2,342.5
"Chicken, broilers or fryers, wing, meat only, cooked, fried",5,100,Steam,0,211,0,100.3,193.8
"Chicken, broilers or fryers, wing, meat only, cooked, roasted",5,100,Roast,0,203,0,77.3,206.2
"Chicken, broilers or fryers, wing, meat only, cooked, stewed",5,100,Roast,2,181,0,106.8,429.1
"Chicken, roasting, meat and skin and giblets and neck, raw",5,100,Fry,1,213,0,99.5,353
"Chicken, roasting, meat only, cooked, roasted",5,100,Fry,2,167,0,112.5,444.4
"Chicken, roasting, giblets, raw",5,100,Boil,0,127,0,101.7,123.9
"Chicken, roasting, giblets, cooked, simmered",5,100,Roast,0,165,0,78.9,171.9
"Chicken, roasting, light meat, meat only, raw",5,100,Fry,0,109,0,84.1,110.6
"Chicken, stewing, meat and skin, and giblets and neck, cooked, stewed",5,100,Boil,0,214,0,102.8,227.7
"Chicken, stewing, meat and skin, raw",5,100,Steam,0,258,0,104.3,269.4
"Chicken, stewing, meat and skin, cooked, stewed",5,100,Roast,1,285,0,96.4,359.6
"Chicken, stewing, meat only, raw",5,100,Fry,2,148,0,113.2,377.4
"Chicken, stewing, meat only, cooked, stewed",5,100,Roast,0,237,0,80,240.3
"Chicken, stewing, dark meat, meat only, raw",5,100,Boil,0,157,0,109.9,147.4
"Chicken, stewing, dark meat, meat only, cooked, stewed",5,100,Steam,0,258,0,104.9,215.9
"Chicken, capons, meat and skin and giblets and neck, raw",5,100,Fry,2,232,0,113.3,428.4
"Chicken, capons, meat and skin and giblets and neck, cooked, roasted",5,100,Boil,0,226,0,105.6,204.6
"Duck, domesticated, meat and skin, raw",5,100,Boil,0,404,0,107.9,409.2
"Duck, domesticated, meat and skin, cooked, roasted",5,100,Roast,2,337,0,103.8,561.8
"Duck, domesticated, meat only, raw",5,100,Fry,2,135,0,112,373.2
"Duck, domesticated, meat only, cooked, roasted",5,100,Steam,0,201,0,98.8,173.1
"Goose, domesticated, meat and skin, cooked, roasted",5,100,Fry,1,305,0,99.5,390.5
"Goose, domesticated, meat only, raw",5,100,Boil,0,161,0,102.6,149.8
"Goose, domesticated, meat only, cooked, roasted",5,100,Fry,2,238,0,116,425.8
"Goose, liver, raw",5,100,Roast,1,133,0,97.3,262.9
"Guinea hen, meat and skin, raw",5,100,Steam,0,158,0,103.5,163.9
"Pheasant, leg, meat only, raw",5,100,Boil,0,134,0,100,115.2
"Quail, meat and skin, raw",5,100,Roast,2,192,0,109.6,413.8
"Quail, meat only, raw",5,100,Steam,0,134,0,100.8,132
"Lentils, raw",16,100,Boil,0,352,0,106,334.5
"Lentils, mature seeds, cooked, boiled, without salt",16,100,Boil,0,116,0,103,105.8
"Lima beans, thin seeded (baby), mature seeds, cooked, boiled, without salt",16,100,Steam,0,126,0,101.8,108.4
"Lupins, mature seeds, raw",16,100,Boil,0,371,0,104.8,381.2
"Lupins, mature seeds, cooked, boiled, without salt",16,100,Fry,0,119,0,87.5,113.8
"Mothbeans, mature seeds, raw",16,100,Roast,1,343,0,91.1,409.3
"Mothbeans, mature seeds, cooked, boiled, without salt",16,100,Fry,2,117,0,118.4,334.3
"Mungo beans, mature seeds, cooked, boiled, without salt",16,100,Boil,0,105,0,100.5,95.9
"Peas, green, split, mature seeds, raw",16,100,Boil,0,364,0,102.7,308.8
"Peas, split, mature seeds, cooked, boiled, without salt",16,100,Steam,0,118,0,102.8,107.9
"Peanuts, all types, raw",16,100,Roast,1,567,0,97.5,698.1
"Peanuts, spanish, oil-roasted, with salt",16,100,Fry,0,579,0,81.6,511.1
"Peanuts, valencia, raw",16,100,Steam,0,570,0,100.1,506.8
"Peanuts, valencia, oil-roasted, with salt",16,100,Fry,0,589,0,82.8,617.3
"Peanuts, virginia, raw",16,100,Steam,0,563,0,95.7,540.2
"Peanut flour, low fat",16,100,Boil,0,428,0,102,403.7
"Pigeon peas (red gram), mature seeds, raw",16,100,Boil,0,343,0,103,338.7
"Pigeon peas (red gram), mature seeds, cooked, boiled, without salt",16,100,Roast,1,121,0,90.1,255.3
"Refried beans, canned, traditional style",16,100,Fry,1,90,0,100.7,209.2
"Bacon, meatless",16,100,Fry,2,309,0,117.7,567.8
"Soybeans, mature seeds, roasted, salted",16,100,Boil,0,469,0,100.1,477.6
"Soybeans, mature seeds, dry roasted",16,100,Boil,0,449,0,100.9,442
Miso,16,100,Boil,0,198,0,105.9,194.4
Natto,16,100,Steam,0,211,0,101.7,192.4
"Soy flour, low-fat",16,100,Roast,1,372,0,91.6,443.2
"Soy meal, defatted, raw",16,100,Steam,0,337,0,101.7,338
"Soymilk, original and vanilla, unfortified",16,100,Boil,0,54,0,102.9,57.4
"Soy protein concentrate, produced by alcohol extraction",16,100,Fry,1,328,0,103.9,443.4
"Tofu, firm, prepared with calcium sulfate and magnesium chloride (nigari)",16,100,Roast,1,78,0,98.1,201.1
"Tofu, soft, prepared with calcium sulfate and magnesium chloride (nigari)",16,100,Roast,2,61,0,110.9,346.2
"Tofu, dried-frozen (koyadofu)",16,100,Steam,0,477,0,104.1,436.6
"Tofu, fried",16,100,Fry,0,270,0,83.9,263.6
Okara,16,100,Boil,0,76,0,104.2,71.9
"Winged beans, mature seeds, cooked, boiled, without salt",16,100,Steam,0,147,0,103.8,153
"Hummus, home prepared",16,100,Fry,1,177,0,98.1,287.5
"Falafel, home-prepared",16,100,Roast,0,333,0,83.6,304.7
"Soymilk, original and vanilla, with added calcium, vitamins A and D",16,100,Steam,0,43,0,97.6,41.9
"Peanut spread, reduced sugar",16,100,Steam,0,650,0,95.8,635.8
"Peanut butter, smooth, reduced fat",16,100,Boil,0,520,0,106.7,494.3
"Peanut butter, smooth, vitamin and mineral fortified",16,100,Boil,0,591,0,103.1,569.3
"Peanut butter, chunky, vitamin and mineral fortified",16,100,Boil,0,593,0,106.4,610.6
"MORI-NU, Tofu, silken, firm",16,100,Boil,0,62,0,109.1,57
"MORI-NU, Tofu, silken, extra firm",16,100,Fry,0,55,0,87.3,53.1
"MORI-NU, Tofu, silken, lite firm",16,100,Roast,2,37,0,103.9,273.3
"MORI-NU, Tofu, silken, lite extra firm",16,100,Fry,1,38,0,103.6,167.8
"Refried beans, canned, fat-free",16,100,Steam,0,79,0,98.8,74.3
"Frijoles rojos volteados (Refried beans, red, canned)",16,100,Boil,0,144,0,109.6,126.2
"Tempeh, cooked",16,100,Steam,0,195,0,96.7,173.6
"Vitasoy USA, Nasoya Lite Firm Tofu",16,100,Fry,2,54,0,110.5,319.4
"Peanut butter, chunk style, without salt",16,100,Boil,0,589,0,101.3,521.9
"Peanut butter, smooth style, without salt",16,100,Boil,0,598,0,109.2,584.7
"Peanut butter with omega-3, creamy",16,100,Roast,1,608,0,97.2,652.5
"Pigeon peas (red gram), mature seeds, cooked, boiled, with salt",16,100,Fry,0,121,0,81,114.4
"Soy sauce made from soy and wheat (shoyu), low sodium",16,100,Boil,0,57,0,109,57.2
"Soy sauce, reduced sodium, made from hydrolyzed vegetable protein",16,100,Roast,2,90,0,105.7,298
"Tofu, raw, firm, prepared with calcium sulfate",16,100,Roast,1,144,0,92,253.1
"Tofu, raw, regular, prepared with calcium sulfate",16,100,Boil,0,76,0,106.6,69.5
"Winged beans, mature seeds, cooked, boiled, with salt",16,100,Fry,1,147,0,95.9,293.8
"Veal, Australian, rib, rib roast, separable lean only, raw",17,100,Fry,1,134,0,103.6,226.1
"Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4"" fat, choice, raw",17,100,Boil,0,267,0,103.1,225.6
"Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4"" fat, choice, cooked",17,100,Fry,1,294,0,100.1,411.7
"Lamb, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, raw",17,100,Fry,2,201,0,112.8,397.2
"Lamb, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",17,100,Boil,0,243,0,101.6,236.2
"Lamb, foreshank, separable lean only, trimmed to 1/4"" fat, choice, raw",17,100,Boil,0,120,0,103.8,127.1
"Lamb, foreshank, separable lean only, trimmed to 1/4"" fat, choice, cooked, braised",17,100,Roast,2,187,0,104.7,474.3
"Lamb, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",17,100,Boil,0,225,0,103.4,196.7
"Lamb, leg, shank half, separable lean only, trimmed to 1/4"" fat, choice, raw",17,100,Boil,0,125,0,101.9,130.9
"Lamb, leg, shank half, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",17,100,Roast,1,180,0,96.2,281.1
"Lamb, leg, sirloin half, separable lean and fat, trimmed to 1/4"" fat, choice, raw",17,100,Fry,0,272,0,88.5,287.2
"Lamb, loin, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",17,100,Steam,0,316,0,104.4,290.6
"Lamb, loin, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",17,100,Boil,0,309,0,101.3,325.2
"Lamb, loin, separable lean only, trimmed to 1/4"" fat, choice, raw",17,100,Fry,2,143,0,115.5,400.2
"Lamb, loin, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",17,100,Roast,2,216,0,109,448.1
"Lamb, rib, separable lean only, trimmed to 1/4"" fat, choice, raw",17,100,Roast,2,169,0,112.1,429.6
"Lamb, rib, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",17,100,Roast,1,235,0,94.4,309.3
"Lamb, rib, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",17,100,Steam,0,232,0,100.4,218.1
"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, raw",17,100,Boil,0,264,0,109,237
"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",17,100,Steam,0,344,0,100.1,344
"Lamb, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",17,100,Boil,0,210,0,109.9,209.5
"Lamb, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",17,100,Roast,1,204,0,96.9,332
"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/4"" fat, choice, raw",17,100,Steam,0,260,0,101.4,263.5
"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",17,100,Boil,0,346,0,104.8,290.5
"Lamb, shoulder, arm, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",17,100,Roast,1,200,0,98.5,342.6
"Lamb, shoulder, arm, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",17,100,Roast,0,192,0,82.8,174.7
"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/4"" fat, choice, raw",17,100,Steam,0,259,0,97.7,244.4
"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",17,100,Steam,0,345,0,96.4,356.3
"Lamb, shoulder, blade, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",17,100,Fry,2,211,0,114,450.9
"Lamb, shoulder, blade, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",17,100,Steam,0,209,0,101.9,182.2
"Lamb, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, raw",17,100,Roast,2,134,0,111.4,373
"Lamb, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, cooked, braised",17,100,Boil,0,223,0,104.4,213.7
"Lamb, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, cooked, broiled",17,100,Fry,1,186,0,100.2,279
"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable fat, raw",17,100,Fry,2,640,0,111.3,899.5
"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable fat, cooked",17,100,Steam,0,586,0,97.8,552.5
"Lamb, New Zealand, imported, fore-shank, separable lean and fat, raw",17,100,Steam,0,183,0,98.3,192.8
"Lamb, New Zealand, imported, fore-shank, separable lean and fat, cooked, braised",17,100,Boil,0,256,0,107.5,223.4
"Lamb, New Zealand, imported, leg chop/steak, bone-in, separable lean only, raw",17,100,Fry,2,126,0,108.5,329.7
"Lamb, New Zealand, imported, frozen, leg, whole (shank and sirloin), separable lean only, cooked, roasted",17,100,Steam,0,181,0,99.2,167.4
"Lamb, New Zealand, imported, loin chop, separable lean and fat, raw",17,100,Roast,0,298,0,82.7,249.6
"Game meat, muskrat, raw",17,100,Steam,0,162,0,99.2,171.7
"Game meat, muskrat, cooked, roasted",17,100,Boil,0,234,0,108.7,228.7
"Game meat, opossum, cooked, roasted",17,100,Steam,0,221,0,103.4,215
"Game meat, rabbit, domesticated, composite of cuts, raw",17,100,Fry,2,136,0,109,343
"Game meat, rabbit, domesticated, composite of cuts, cooked, roasted",17,100,Boil,0,197,0,100.3,173.5
"Game meat, squirrel, raw",17,100,Roast,2,120,0,110.8,355.8
"Game meat, squirrel, cooked, roasted",17,100,Boil,0,173,0,109,154
"Lamb, variety meats and by-products, brain, raw",17,100,Steam,0,122,0,104.2,128.6
"Lamb, variety meats and by-products, brain, cooked, braised",17,100,Boil,0,145,0,110.1,147.3
"Lamb, variety meats and by-products, heart, raw",17,100,Fry,0,122,0,83.9,112
"Lamb, variety meats and by-products, heart, cooked, braised",17,100,Roast,2,185,0,110.7,443.2
"Veal, variety meats and by-products, heart, raw",17,100,Steam,0,110,0,98.1,101.8
"Veal, variety meats and by-products, heart, cooked, braised",17,100,Steam,0,186,0,100.7,192.3
"Lamb, variety meats and by-products, liver, raw",17,100,Boil,0,139,0,108.1,130.7
"Lamb, variety meats and by-products, liver, cooked, braised",17,100,Roast,1,220,0,93.7,325.2
"Lamb, variety meats and by-products, liver, cooked, pan-fried",17,100,Boil,0,238,0,101.7,236.2
"Veal, variety meats and by-products, liver, raw",17,100,Roast,2,140,0,109.4,352.4
"Veal, variety meats and by-products, liver, cooked, braised",17,100,Steam,0,192,0,103.4,174.4
"Veal, variety meats and by-products, lungs, cooked, braised",17,100,Boil,0,104,0,109.2,92
"Lamb, variety meats and by-products, mechanically separated, raw",17,100,Steam,0,276,0,104.6,275
"Lamb, variety meats and by-products, pancreas, raw",17,100,Roast,1,152,0,98.6,291.1
"Lamb, variety meats and by-products, pancreas, cooked, braised",17,100,Boil,0,234,0,101.2,221.6
"Veal, variety meats and by-products, spleen, raw",17,100,Boil,0,98,0,107,89.5
"Veal, variety meats and by-products, spleen, cooked, braised",17,100,Steam,0,129,0,103.2,112.6
"Veal, variety meats and by-products, thymus, raw",17,100,Steam,0,101,0,104.5,89.8
"Veal, variety meats and by-products, thymus, cooked, braised",17,100,Fry,0,125,0,83.3,130.8
"Lamb, ground, cooked, broiled",17,100,Roast,2,283,0,104.6,504.9
"Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, raw",17,100,Roast,1,243,0,89.7,342.1
"Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, cooked",17,100,Boil,0,271,0,103,243.7
"Lamb, foreshank, separable lean and fat, trimmed to 1/8"" fat, choice, raw",17,100,Fry,0,201,0,86.5,193.2
"Lamb, leg, shank half, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",17,100,Steam,0,217,0,101.5,182.3
"Lamb, leg, sirloin half, separable lean and fat, trimmed to 1/8"" fat, choice, raw",17,100,Roast,2,261,0,103.4,559.7
"Lamb, leg, sirloin half, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",17,100,Steam,0,284,0,98.6,279.8
"Lamb, loin, separable lean and fat, trimmed to 1/8"" fat, choice, raw",17,100,Steam,0,279,0,104.1,272.1
"Lamb, rib, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",17,100,Steam,0,341,0,104.5,318.9
"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, choice, raw",17,100,Roast,2,244,0,110.8,516
"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",17,100,Boil,0,338,0,100.6,295.8
"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",17,100,Fry,0,268,0,86.3,247.8
"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, choice, raw",17,100,Fry,2,244,0,114.2,534.3
"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",17,100,Steam,0,339,0,103.2,328.7
"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",17,100,Steam,0,267,0,102.5,282.5
"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",17,100,Fry,1,270,0,95.7,409.6
"Lamb, New Zealand, imported, frozen, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8"" fat, raw",17,100,Roast,2,201,0,105.9,432.7
"Lamb, New Zealand, imported, frozen, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8"" fat, cooked, roasted",17,100,Fry,0,234,0,84.8,248.7
"Lamb, New Zealand, imported, frozen, loin, separable lean and fat, trimmed to 1/8"" fat, raw",17,100,Roast,0,273,0,83.2,263.8
"Lamb, New Zealand, imported, frozen, loin, separable lean and fat, trimmed to 1/8"" fat, cooked, broiled",17,100,Boil,0,296,0,105.5,262
"Game meat, bison, top sirloin, separable lean only, trimmed to 0"" fat, raw",17,100,Fry,2,113,0,108.5,353.9
"Game meat, bison, ribeye, separable lean only, trimmed to 0"" fat, raw",17,100,Boil,0,116,0,106.7,117.9
"Game meat, bison, shoulder clod, separable lean only, trimmed to 0"" fat, raw",17,100,Boil,0,109,0,102.2,95.1
"Veal, breast, separable fat, cooked",17,100,Boil,0,521,0,103.8,497.3
"Veal, shank (fore and hind), separable lean and fat, raw",17,100,Roast,2,113,0,108.5,317.9
"Veal, shank (fore and hind), separable lean and fat, cooked, braised",17,100,Roast,0,191,0,77,193.5
"Veal, shank (fore and hind), separable lean only, raw",17,100,Boil,0,108,0,100.4,92.9
"Veal, shank (fore and hind), separable lean only, cooked, braised",17,100,Fry,0,177,0,86,164.9
"Lamb, Australian, imported, fresh, separable fat, raw",17,100,Fry,2,648,0,112.3,817.5
"Lamb, Australian, imported, fresh, separable fat, cooked",17,100,Steam,0,639,0,101,635.6
"Lamb, Australian, imported, fresh, foreshank, separable lean and fat, trimmed to 1/8"" fat, raw",17,100,Boil,0,195,0,104.4,166.8
"Lamb, Australian, imported, fresh, foreshank, separable lean and fat, trimmed to 1/8"" fat, cooked, braised",17,100,Fry,1,236,0,97.7,382.6
"Lamb, Australian, imported, fresh, leg, whole (shank and sirloin), separable lean only, trimmed to 1/8"" fat, raw",17,100,Fry,2,135,0,118.5,411.8
"Lamb, Australian, imported, fresh, leg, whole (shank and sirloin), separable lean only, trimmed to 1/8"" fat, cooked, roasted",17,100,Roast,0,190,0,77.1,184.2
"Lamb, Australian, imported, fresh, leg, shank half, separable lean and fat, trimmed to 1/8"" fat, raw",17,100,Fry,1,201,0,94.1,314.3
"Lamb, Australian, imported, fresh, leg, shank half, separable lean and fat, trimmed to 1/8"" fat, cooked, roasted",17,100,Boil,0,231,0,102.8,222.1
"Lamb, Australian, imported, fresh, leg, shank half, separable lean only, trimmed to 1/8"" fat, raw",17,100,Fry,2,133,0,113.1,384.5
"Lamb, Australian, imported, fresh, leg, sirloin half, boneless, separable lean only, trimmed to 1/8"" fat, cooked, roasted",17,100,Roast,1,215,0,96.9,353.3
"Lamb, Australian, imported, fresh, leg, sirloin chops, boneless, separable lean and fat, trimmed to 1/8"" fat, raw",17,100,Boil,0,208,0,106.1,182.2
"Lamb, Australian, imported, fresh, leg, sirloin chops, boneless, separable lean and fat, trimmed to 1/8"" fat, cooked, broiled",17,100,Roast,1,235,0,97.9,349.3
"Lamb, Australian, imported, fresh, leg, sirloin chops, boneless, separable lean only, trimmed to 1/8"" fat, raw",17,100,Boil,0,132,0,103.7,136.7
